;oil_urals;gdp_quart;gdp_quart_growth;cpi;ppi;gdp_deflator;balance_trade;balance_trade_growth;usdrub;eurrub;brent;net_capital_export;gdp_annual;gdp_annual_growth;average_provision_of_build_contract;average_provision_of_build_contract_moscow;rts;micex;micex_rgbi_tr;micex_cbi_tr;deposits_value;deposits_growth;deposits_rate;mortgage_value;mortgage_growth;mortgage_rate;grp;grp_growth;income_per_cap;real_dispos_income_per_cap_growth;salary;salary_growth;fixed_basket;retail_trade_turnover;retail_trade_turnover_per_cap;retail_trade_turnover_growth;labor_force;unemployment;employment;invest_fixed_capital_per_cap;invest_fixed_assets;profitable_enterpr_share;unprofitable_enterpr_share;share_own_revenues;overdue_wages_per_cap;fin_res_per_cap;marriages_per_1000_cap;divorce_rate;construction_value;invest_fixed_assets_phys;pop_natural_increase;pop_migration;pop_total_inc;childbirth;mortality;housing_fund_sqm;lodging_sqm_per_cap;water_pipes_share;baths_share;sewerage_share;gas_share;hot_water_share;electric_stove_share;heating_share;old_house_share;average_life_exp;infant_mortarity_per_1000_cap;perinatal_mort_per_1000_cap;incidence_population;rent_price_4+room_bus;rent_price_3room_bus;rent_price_2room_bus;rent_price_1room_bus;rent_price_3room_eco;rent_price_2room_eco;rent_price_1room_eco;load_of_teachers_preschool_per_teacher;load_of_teachers_school_per_teacher;students_state_oneshift;provision_doctors;provision_nurse;load_on_doctors;power_clinics;hospital_beds_available_per_cap;hospital_bed_occupancy_per_year;provision_retail_space_sqm;provision_retail_space_modern_sqm;turnover_catering_per_cap;theaters_viewers_per_1000_cap;seats_theather_rfmin_per_100000_cap;museum_visitis_per_100_cap;bandwidth_sports;population_reg_sports_share;students_reg_sports_share;apartment_build;apartment_fund_sqm
salary_growth;0.696153551;-0.704541012;0.608729943;-0.775167841;-0.79725359;-0.8044139;0.350895132;-0.297833266;-0.745503384;-0.686106485;0.692636249;0.613491684;-0.795503641;0.696448077;-0.412784055;-0.517165621;0.774695445;-0.160528472;0.587522379;-0.695073771;-0.744334767;0.074197856;-0.701785809;-0.20579629;0.762419968;-0.564820601;-0.457799795;0.952643609;-0.23035185;0.502268322;-0.702464329;1;-0.751033146;-0.628965982;-0.58304287;0.840858271;-0.727722576;-0.016966596;-0.667506978;-0.746687867;-0.752918137;0.403968177;-0.403968177;-0.631927619;0.292093278;0.205734204;0.696359231;0.900873534;-0.519905848;-0.519765809;-0.58456909;-0.459209787;-0.485539008;-0.894788437;-0.761729792;-0.770012427;-0.834784776;0.827652838;0.827652838;0.818637342;0.039185531;0.796839826;0.577142612;0.827652838;-0.827652838;-0.52203213;-0.4582144;-0.80432676;0.542360378;-0.431955137;-0.698377188;-0.627597778;-0.242330044;-0.612836691;-0.241179303;-0.194609509;-0.749501951;-0.892979678;-0.351319767;0.330235684;0.877903422;0.708773276;0.760968942;0.334801674;0.490914165;-1;;-0.779503566;-0.513598416;-0.454611067;-0.230271462;-0.749604526;-0.297080073;-0.190926086;-0.746398218;-0.693089815
fixed_basket;-0.701435796;0.839860633;-0.905874685;0.99720449;0.963625062;0.961950499;-0.513965099;0.076770187;0.906887629;0.90665604;-0.701237585;-0.735813282;0.93235287;-0.030459765;0.598727957;0.557448739;-0.848999807;0.633499231;-0.46733645;0.964980939;0.986959948;-0.143346164;0.698091791;0.401408232;-0.747272652;0.233903577;0.974589182;-0.55295955;0.456557079;-0.507005546;0.953215495;-0.751033146;1;0.886950886;0.871614059;-0.866319666;0.898639682;0.268032074;0.863260208;0.896536086;0.902926063;-0.934502868;0.934502868;0.482402647;0.727442396;-0.820361117;0.143039697;-0.462762068;0.951494471;-0.00833862;0.710167362;-0.577722448;-0.467099903;0.862731953;-0.492098442;0.870122242;0.736104707;-0.794491354;-0.794491354;-0.780658441;-0.941025859;-0.819230196;-0.019504854;-0.794491354;0.794491354;0.8393146;0.129204884;0.439689951;-0.805193106;0.514755558;0.696012208;0.667426981;0.224423947;0.564603763;0.173865025;0.055390174;0.889521706;0.953683567;0.105491991;0.601462548;-0.916974162;-0.586146101;-0.604696107;-0.965548768;-0.96802318;0.825947866;-0.955489725;0.931143841;0.948128361;0.621465226;0.944920086;0.979420885;0.963707593;0.930154231;0.850493174;0.351368407
retail_trade_turnover;-0.156666073;0.911113673;-0.740303581;0.867138071;0.895106042;0.930812888;0.152409271;0.355027813;0.590366202;0.627771042;-0.163984667;-0.494115524;0.969805025;0.466314011;0.818704064;0.162618149;-0.665253517;0.116822994;-0.479692638;0.9239655;0.940300517;-0.185898768;0.554948028;0.548808183;-0.787171694;-0.021794572;0.996816275;-0.648223581;0.370753419;-0.545096129;0.982665183;-0.628965982;0.886950886;1;0.998743226;-0.593900279;0.993649581;0.058188097;0.976553574;0.978231591;0.977798891;-0.932952502;0.932952502;0.461744973;0.745011601;-0.794144992;0.102295585;-0.551161578;0.956955576;0.085491699;0.866507355;-0.604926438;-0.486692801;0.891850597;-0.703091154;0.913424122;0.79541965;-0.844849268;-0.844849268;-0.833782991;-0.937623778;-0.865311836;-0.087205284;-0.844849268;0.844849268;0.943263698;0.200378023;0.512887209;-0.791072335;0.357118956;0.732807214;0.848019965;0.663102036;0.88346526;0.356132856;0.307562306;0.958296634;0.906170182;-0.07086407;0.658098519;-0.843607742;-0.268256553;-0.605731075;-0.977097122;-0.997647272;1;-1;0.980528093;0.994445288;0.652587577;0.982884485;0.886994304;0.971599009;0.922471347;0.891449121;-0.003742951
retail_trade_turnover_per_cap;-0.124743954;0.903745859;-0.721303257;0.850252495;0.883509842;0.905888075;0.174225374;0.350873094;0.564749248;0.607590026;-0.132004172;-0.462437483;0.957658705;0.486338958;0.82493839;0.13005768;-0.640000477;0.110869447;-0.46733184;0.913065105;0.927679321;-0.188015648;0.522551965;0.551787098;-0.753110526;-0.052978999;0.997778224;-0.609687244;0.365326444;-0.554637124;0.975707197;-0.58304287;0.871614059;0.998743226;1;-0.562221917;0.990890373;0.051089564;0.978895824;0.967714278;0.966844995;-0.935293433;0.935293433;0.434406124;0.750977124;-0.80253198;0.14158997;-0.541553429;0.949340373;0.070514549;0.872797153;-0.632568943;-0.518446979;0.87216386;-0.724895594;0.898186899;0.77555603;-0.824794877;-0.824794877;-0.814275299;-0.949284679;-0.846073513;-0.055224003;-0.824794877;0.824794877;0.949802937;0.17534547;0.485168795;-0.779059259;0.346231225;0.717777627;0.840224281;0.677194646;0.879657829;0.356603002;0.310001219;0.955461232;0.8908605;-0.127502997;0.669527611;-0.825498066;-0.245702919;-0.578663925;-0.986976511;-0.998992499;1;-1;0.969571937;0.989506627;0.660733548;0.990801942;0.8705197;0.97613902;0.911478571;0.873951847;-0.045345587
retail_trade_turnover_growth;0.721912735;-0.652463436;0.814057866;-0.881204849;-0.802975806;-0.78299311;0.321308635;-0.365836861;-0.922320323;-0.869528379;0.720694324;0.604340257;-0.730785651;-0.081915279;-0.389546251;-0.638775292;0.77753396;-0.502771103;0.6987813;-0.755105985;-0.786906407;0.083777417;-0.798340935;-0.223092834;0.817144941;-0.475594427;-0.761680349;0.997877772;-0.314424189;0.505609513;-0.722937795;0.840858271;-0.866319666;-0.593900279;-0.562221917;1;-0.639132063;-0.222344852;-0.586554473;-0.66325161;-0.673934685;0.619017127;-0.619017127;-0.458711193;-0.492363941;0.36825782;0.44111115;0.869126591;-0.739865784;-0.603069471;-0.456801447;0.297236377;0.153316934;-0.745840712;0.194659155;-0.935282228;-0.963548247;0.962235838;0.962235838;0.959796879;0.51433499;0.949073147;0.615831235;0.962235838;-0.962235838;-0.561772551;-0.639873557;-0.900954588;0.58960284;-0.494140328;-0.729837263;-0.584029234;-0.042362878;-0.544397425;-0.155462689;-0.079199891;-0.857230719;-0.844503948;-0.352671895;-0.583194792;0.832914104;0.765773805;0.658900958;0.434223181;0.585520221;-1;1;-0.715354132;-0.812365035;-0.527588319;-0.690787222;-0.835117255;-0.440670418;-0.61307844;-0.927040543;-0.68589947
labor_force;-0.177522155;0.922001478;-0.737462433;0.885028379;0.918226056;0.946548978;0.141153398;0.384917447;0.623130056;0.653931972;-0.183774058;-0.528052815;0.973561794;0.490957264;0.824007151;0.240935066;-0.677125258;0.158515254;-0.523178595;0.925497176;0.943806749;-0.185225751;0.608611951;0.539158948;-0.80248232;-0.026910565;0.991142466;-0.707643405;0.367883321;-0.615812456;0.98234086;-0.727722576;0.898639682;0.993649581;0.990890373;-0.639132063;1;-0.009721317;0.988366806;0.974706478;0.97477957;-0.918988561;0.918988561;0.406366919;0.718928392;-0.766910587;0.096914225;-0.63622218;0.931953232;0.168275499;0.875268462;-0.64408134;-0.528609594;0.909854768;-0.704462805;0.916060484;0.811967488;-0.853076519;-0.853076519;-0.843750277;-0.914792613;-0.868446175;-0.114006072;-0.853076519;0.853076519;0.946693474;0.227429911;0.544506251;-0.754809477;0.383908836;0.771944504;0.855839079;0.64020676;0.888820579;0.366313945;0.314114307;0.992120854;0.937471712;-0.065350187;0.697448897;-0.875889569;-0.323658132;-0.575972892;-0.954721696;-0.991141124;1;-1;0.98276383;0.994913587;0.709203549;0.983240982;0.919563052;0.926350634;0.850998311;0.888491723;0.148833493
unemployment;-0.561655698;0.045462398;-0.503590216;0.258968207;0.069546225;0.535967711;-0.362895787;-0.05520566;0.350019614;0.372391661;-0.560453041;-0.243952014;0.052226497;-0.559299318;-0.204444516;0.12876376;-0.310886168;0.14780298;-0.201144466;0.191123624;0.193066777;-0.016769671;0.387461134;-0.016910515;-0.540344257;0.579019074;-0.138028044;0.330991768;0.106991266;0.473378579;0.155263398;-0.016966596;0.268032074;0.058188097;0.051089564;-0.222344852;-0.009721317;1;-0.052903685;0.041107358;0.051286276;-0.068829694;0.068829694;0.347463057;-0.064768454;-0.286742024;0.291107181;0.885848845;0.052963264;-0.929671832;-0.248147139;0.331665624;0.285997411;-0.106935128;0.2961316;-0.308155896;-0.467256179;0.373815329;0.373815329;0.401185177;-0.093164886;0.327754871;0.56297912;0.373815329;-0.373815329;-0.031417746;-0.597272417;-0.612450308;-0.23809651;0.331009937;0.314974851;0.331157489;0.041901924;0.253291762;-0.022939958;-0.059233928;-0.529699519;0.041016325;-0.083318931;-0.545285893;-0.105123263;-0.323095731;-0.115432407;-0.55106335;-0.41815877;-1;1;0.074833479;-0.354118534;-0.386716489;-0.318871765;0.628892532;0.620529495;0.072160731;-0.273519884;-0.270603685
employment;-0.143608181;0.892181143;-0.682680813;0.849699159;0.887925524;0.857397591;0.16977104;0.392059893;0.590486037;0.633721402;-0.147864613;-0.441604895;0.928898412;0.497879707;0.817386783;0.20986976;-0.63872748;0.159942827;-0.548755751;0.888490256;0.905400887;-0.194322163;0.542079249;0.537286896;-0.678675915;-0.084530369;0.96785446;-0.608009844;0.34495002;-0.722359011;0.955643532;-0.667506978;0.863260208;0.976553574;0.978895824;-0.586554473;0.988366806;-0.052903685;1;0.93168962;0.931764626;-0.931978859;0.931978859;0.331045014;0.648628191;-0.805089206;0.207158046;-0.644914986;0.89734221;0.134627328;0.852687739;-0.712020693;-0.618603863;0.84938402;-0.709907972;0.849699025;0.732415331;-0.777559003;-0.777559003;-0.765389072;-0.915382523;-0.792417871;-0.001176406;-0.777559003;0.777559003;0.937413977;0.114965266;0.450931302;-0.731659399;0.39410094;0.765709566;0.840691529;0.665652735;0.865931479;0.376242827;0.329875302;0.987631286;0.922072553;-0.275925145;0.688166623;-0.871298034;-0.349131296;-0.515910087;-0.93631231;-0.957692873;1;-1;0.947273945;0.958194281;0.732673055;0.974578874;0.883479896;0.860302223;0.745460142;0.812309069;0.179838096
invest_fixed_capital_per_cap;-0.211712248;0.913855793;-0.760871162;0.880697062;0.903227761;0.972986315;0.10137707;0.346692745;0.624500029;0.637988716;-0.220477994;-0.583186784;0.99376379;0.423204383;0.791888372;0.226549948;-0.711114707;0.10042553;-0.454522087;0.930227156;0.951194669;-0.16762711;0.612899014;0.528357823;-0.872094794;0.058095501;0.96751939;-0.807275073;0.379489227;-0.441417334;0.973264758;-0.746687867;0.896536086;0.978231591;0.967714278;-0.66325161;0.974706478;0.041107358;0.93168962;1;0.999852436;-0.867436244;0.867436244;0.559394273;0.739313614;-0.687796113;-0.118132005;-0.595596661;0.954895876;0.200524925;0.848422598;-0.458093478;-0.31533127;0.958277417;-0.634127218;0.978053997;0.897843592;-0.937914066;-0.937914066;-0.928940417;-0.848735466;-0.952674867;-0.29060534;-0.937914066;0.937914066;0.898314711;0.377322586;0.671429803;-0.79408629;0.334444678;0.720270318;0.82657392;0.601119956;0.861831861;0.341736407;0.290461782;0.938629056;0.916722006;0.196385277;0.623505914;-0.853529964;-0.26638056;-0.69740019;-0.872278911;-0.934145892;1;-1;0.994381967;0.980996044;0.604070606;0.917292854;0.864311889;0.907161792;0.933708377;0.969180303;0.075346255
invest_fixed_assets;-0.226996417;0.914235848;-0.76917456;0.887494404;0.906551346;0.977087891;0.091659966;0.348967309;0.636141617;0.649077448;-0.235558437;-0.587106464;0.994689286;0.412790104;0.787311045;0.237379903;-0.719703481;0.107933325;-0.46508515;0.933514133;0.95491793;-0.167817555;0.622266507;0.526436327;-0.877145286;0.070087668;0.967556719;-0.80485364;0.380815051;-0.444430812;0.975578279;-0.752918137;0.902926063;0.977798891;0.966844995;-0.673934685;0.97477957;0.051286276;0.931764626;0.999852436;1;-0.871430193;0.871430193;0.564681492;0.734705098;-0.69376486;-0.116055768;-0.592170323;0.957626809;0.193379928;0.842675543;-0.455738908;-0.313677751;0.958288857;-0.625680484;0.976825245;0.894897562;-0.936297255;-0.936297255;-0.926715631;-0.849983947;-0.951317245;-0.284866822;-0.936297255;0.936297255;0.896377519;0.370106494;0.667031316;-0.799761769;0.343681546;0.728166288;0.829969189;0.595616036;0.862346764;0.340697512;0.288598051;0.936399574;0.921896897;0.193278568;0.617474428;-0.860861247;-0.281922916;-0.702098794;-0.876170936;-0.937204121;1;-1;0.995775968;0.979802585;0.602277289;0.915172714;0.873661608;0.909557538;0.935094148;0.967991886;0.089003569
profitable_enterpr_share;-0.124777198;-0.792701247;0.793412291;-0.925458224;-0.806068609;-0.851829802;-0.332078221;-0.327197768;-0.70020708;-0.759551546;-0.114967229;0.253203448;-0.852647589;-0.265656683;-0.685784103;0.173103112;0.63711279;0.224375564;0.482806467;-0.894525058;-0.905774989;0.208229509;-0.392572186;-0.594365369;0.623329861;0.254719941;-0.910131824;0.493351821;-0.287428067;0.650145025;-0.934738303;0.403968177;-0.934502868;-0.932952502;-0.935293433;0.619017127;-0.918988561;-0.068829694;-0.931978859;-0.867436244;-0.871430193;1;-1;-0.551235533;-0.509044076;0.954208415;-0.241143674;0.384013232;-0.952799348;0.19042338;-0.636847619;0.526458848;0.453338464;-0.682921815;0.53775824;-0.759737365;-0.583841885;0.675676766;0.675676766;0.644368486;0.915563297;0.703891782;-0.185313405;0.675676766;-0.675676766;-0.792169363;0.124713253;-0.262340619;0.900216703;-0.343771155;-0.813966836;-0.862163586;-0.819006159;-0.798133029;-0.343860426;-0.334775978;-0.858972598;-0.907704006;0.504125012;-0.407595432;0.910664152;0.139431344;0.669220711;0.982868673;0.974811966;-1;1;-0.90316851;-0.943426557;-0.380367388;-0.928569189;-0.995255104;-0.925439277;-0.983939548;-0.735277291;0.35402777
unprofitable_enterpr_share;0.124777198;0.792701247;-0.793412291;0.925458224;0.806068609;0.851829802;0.332078221;0.327197768;0.70020708;0.759551546;0.114967229;-0.253203448;0.852647589;0.265656683;0.685784103;-0.173103112;-0.63711279;-0.224375564;-0.482806467;0.894525058;0.905774989;-0.208229509;0.392572186;0.594365369;-0.623329861;-0.254719941;0.910131824;-0.493351821;0.287428067;-0.650145025;0.934738303;-0.403968177;0.934502868;0.932952502;0.935293433;-0.619017127;0.918988561;0.068829694;0.931978859;0.867436244;0.871430193;-1;1;0.551235533;0.509044076;-0.954208415;0.241143674;-0.384013232;0.952799348;-0.19042338;0.636847619;-0.526458848;-0.453338464;0.682921815;-0.53775824;0.759737365;0.583841885;-0.675676766;-0.675676766;-0.644368486;-0.915563297;-0.703891782;0.185313405;-0.675676766;0.675676766;0.792169363;-0.124713253;0.262340619;-0.900216703;0.343771155;0.813966836;0.862163586;0.819006159;0.798133029;0.343860426;0.334775978;0.858972598;0.907704006;-0.504125012;0.407595432;-0.910664152;-0.139431344;-0.669220711;-0.982868673;-0.974811966;1;-1;0.90316851;0.943426557;0.380367388;0.928569189;0.995255104;0.925439277;0.983939548;0.735277291;-0.35402777
share_own_revenues;-0.348108145;0.4068419;-0.616637013;0.479558332;0.290155801;0.99293792;-0.03694646;-0.016353737;0.460615421;0.397151313;-0.356740441;-0.459814402;0.502848344;-0.398837687;0.167536271;-0.166904364;-0.676309544;-0.549693385;-0.065547228;0.482989411;0.512327434;-0.09038225;0.47784564;0.319344003;-0.914004008;0.416239188;0.401497982;-0.815205941;0.175627028;-0.022919712;0.467177543;-0.631927619;0.482402647;0.461744973;0.434406124;-0.458711193;0.406366919;0.347463057;0.331045014;0.559394273;0.564681492;-0.551235533;0.551235533;1;0.0636921;-0.519911306;-0.483353037;-0.009051595;0.692053979;-0.252463747;0.047127496;0.403989943;0.493188318;0.480164731;0.184720875;0.550542741;0.465656125;-0.568893266;-0.568893266;-0.524135542;-0.303176641;-0.588407103;-0.224763573;-0.568893266;0.568893266;0.123706622;0.092120908;0.37531779;-0.855747644;0.184816862;0.534547032;0.68636743;0.643566733;0.588749325;0.25214835;0.256719668;0.067929612;0.432276072;0.140923017;-0.28705442;-0.556783702;-0.035485663;-0.962854882;-0.835305582;-0.901889154;1;1;0.544810488;0.205750492;-0.429560243;0.020512743;0.83640923;0.887242532;0.504140262;0.593847958;-0.442137976
overdue_wages_per_cap;0.640866956;0.702668453;-0.630123032;0.701914404;0.76531154;0.438980271;0.441959583;0.215931274;0.190050972;0.235624735;0.610074853;-0.166367948;0.772774999;0.792400834;0.731994434;-0.277387925;-0.150509158;0.037401355;0.131019881;0.764390545;0.745341771;-0.093386717;0.111856879;0.433111212;-0.582788813;-0.506158013;0.78962976;-0.012451074;0.290841594;-0.021023542;0.757470663;0.292093278;0.727442396;0.745011601;0.750977124;-0.492363941;0.718928392;-0.064768454;0.648628191;0.739313614;0.734705098;-0.509044076;0.509044076;0.0636921;1;-0.342167661;0.137705994;-0.321894655;0.604320158;0.195918659;0.906083798;-0.618092528;-0.489292216;0.701345681;-0.906352085;0.707931955;0.66385589;-0.640060927;-0.640060927;-0.668971134;-0.769975741;-0.659474281;-0.215147847;-0.640060927;0.640060927;0.876915758;0.432662568;0.456415556;-0.29671981;-0.145808827;0.169622929;0.333124219;0.298521245;0.490865657;0.095326889;0.062056572;0.849690466;0.550590228;0.372989574;0.831186036;-0.286840036;0.726053873;-0.128382963;-0.377320927;-0.326795408;-1;-1;0.715379172;0.90031915;0.646893079;0.962625589;0.275231151;0.5488398;0.860858238;0.696942822;-0.955060029
fin_res_per_cap;0.058191283;-0.627269191;0.754301245;-0.802535961;-0.632820425;-0.718774646;-0.223988531;-0.253839514;-0.692839127;-0.786909215;0.0597383;0.148515809;-0.665441322;-0.059804905;-0.516425088;0.185545158;0.591440096;0.182084099;0.547275615;-0.757241447;-0.765600797;0.200090033;-0.310739062;-0.510663985;0.476666184;0.116422106;-0.765353711;0.279303413;-0.237553678;0.616350318;-0.803040629;0.205734204;-0.820361117;-0.794144992;-0.80253198;0.36825782;-0.766910587;-0.286742024;-0.805089206;-0.687796113;-0.69376486;0.954208415;-0.954208415;-0.519911306;-0.342167661;1;-0.416166786;0.140784629;-0.848354039;0.4547506;-0.425497714;0.464275982;0.43670842;-0.436123842;0.369826947;-0.537028903;-0.318886948;0.434258481;0.434258481;0.393455508;0.854760083;0.470813111;-0.448918756;0.434258481;-0.434258481;-0.641948751;0.409421027;0.027115414;0.870720121;-0.398852319;-0.756069965;-0.783868276;-0.736609839;-0.689435723;-0.290817575;-0.28488037;-0.247608113;-0.755047315;0.666163744;-0.203770405;0.816635539;0.323261798;0.588589041;0.949886746;0.903601864;1;1;-0.738100704;-0.415753852;-0.213622332;-0.482103998;-0.952347394;-0.87466123;-0.702883767;-0.51195776;0.384579032
marriages_per_1000_cap;0.074671658;-0.01250431;-0.11521983;0.115406218;0.078001885;-0.35541206;0.097358965;0.107918441;0.127217585;0.31265488;0.086910427;0.380899409;-0.093203994;0.189851667;0.093346458;-0.078775713;0.185561693;0.396833616;-0.38636344;0.069871214;0.041947361;-0.070641044;-0.242810743;0.046029794;0.486487449;-0.285656671;0.131811801;0.761119429;0.004412617;-0.325830264;0.120001362;0.696359231;0.143039697;0.102295585;0.14158997;0.44111115;0.096914225;0.291107181;0.207158046;-0.118132005;-0.116055768;-0.241143674;0.241143674;-0.483353037;0.137705994;-0.416166786;1;0.269462833;-0.017864237;-0.522889782;0.09909193;-0.668915371;-0.768573857;-0.350845463;-0.322549391;-0.295115534;-0.458299965;0.427972204;0.427972204;0.428896361;-0.412996638;0.39926007;0.885136051;0.427972204;-0.427972204;0.282208619;-0.73599717;-0.711655933;0.077930469;0.21770067;0.082625262;-0.017856393;-0.033309238;-0.032466535;-0.050473199;-0.059669033;-0.292290061;0.022938443;-0.846318259;0.209883846;-0.001085333;-0.319776286;0.481710313;-0.104598175;0.053877118;-1;-1;-0.054229097;-0.312053221;0.345225051;-0.092147814;0.074233256;0.00112666;-0.345897588;-0.349196205;-0.152928507
divorce_rate;-0.521675669;-0.583021306;0.028625445;-0.500862771;-0.646389315;-0.211483949;-0.401298379;-0.41538164;-0.253181772;-0.179181661;-0.510240898;0.240380613;-0.617745213;-0.649873893;-0.616949639;-0.22193771;0.247900959;0.077953198;0.236251229;-0.486796344;-0.504863182;0.094380603;-0.229702376;-0.349210436;0.119038285;0.601825694;-0.554603979;0.738184852;-0.13486473;0.663930878;-0.514827079;0.900873534;-0.462762068;-0.551161578;-0.541553429;0.869126591;-0.63622218;0.885848845;-0.644914986;-0.595596661;-0.592170323;0.384013232;-0.384013232;-0.009051595;-0.321894655;0.140784629;0.269462833;1;-0.415782829;-0.807336927;-0.672067879;0.472940647;0.380145596;-0.751864106;0.551207518;-0.687269571;-0.766609405;0.720661027;0.720661027;0.73232516;0.316999083;0.690312182;0.536951042;0.720661027;-0.720661027;-0.561147309;-0.586699866;-0.771323399;0.221026521;0.027992665;-0.37751026;-0.301896974;-0.338228956;-0.356296313;-0.2525856;-0.249782481;-0.733530673;-0.732668704;-0.176275063;-0.678279387;0.636908225;-0.065333776;0.268276188;-0.045360038;0.112900121;-1;1;-0.59774995;-0.594981997;-0.724556481;-0.535642039;-0.063287729;0.122635528;-0.215981932;-0.652447073;-0.756408411
construction_value;0.165264067;0.839647948;-0.840888483;0.94073257;0.833748149;0.979241699;0.333408919;0.28205271;0.650676176;0.667524487;0.14734487;-0.376615618;0.936981178;0.282303261;0.711144614;-0.191243476;-0.677696318;-0.323801546;-0.30385842;0.939298869;0.953480338;-0.188128743;0.456794712;0.608019465;-0.826298212;-0.194711843;0.933734701;-0.676886499;0.317722284;-0.470802191;0.959151211;-0.519905848;0.951494471;0.956955576;0.949340373;-0.739865784;0.931953232;0.052963264;0.89734221;0.954895876;0.957626809;-0.952799348;0.952799348;0.692053979;0.604320158;-0.848354039;-0.017864237;-0.415782829;1;-0.068819032;0.688561358;-0.37514796;-0.259381806;0.824312437;-0.536517304;0.889418794;0.752485693;-0.832460839;-0.832460839;-0.806552738;-0.873276072;-0.857644427;-0.075928902;-0.832460839;0.832460839;0.789113628;0.124588643;0.47894326;-0.929685471;0.243715774;0.753387572;0.86301184;0.818062265;0.823610516;0.341369425;0.33102805;0.802797028;0.903099565;-0.173491636;0.418243209;-0.873464072;0.088845499;-0.792585464;-0.964409934;-0.991480904;1;1;0.965557656;0.899241331;0.312395705;0.81863113;0.96603547;0.96987813;0.983985505;0.883477944;-0.463354932
invest_fixed_assets_phys;0.549537899;0.189090406;0.351591123;0.024446727;0.255396517;-0.248157452;0.249990659;0.202621061;-0.181725415;-0.305568536;0.535278586;-0.115145483;0.234785571;0.598618938;0.301781412;0.253972019;0.109150807;0.018304102;0.176040116;0.059144342;0.068752576;0.033446132;-0.011623956;0.045641993;0.131923627;-0.477747254;0.109364919;-0.393186997;0.012515081;-0.162928332;0.050758303;-0.519765809;-0.00833862;0.085491699;0.070514549;-0.603069471;0.168275499;-0.929671832;0.134627328;0.200524925;0.193379928;0.19042338;-0.19042338;-0.252463747;0.195918659;0.4547506;-0.522889782;-0.807336927;-0.068819032;1;0.424984944;-0.153936311;-0.06780449;0.489462357;-0.34123287;0.373637573;0.573344201;-0.461979278;-0.461979278;-0.499760313;0.163067598;-0.416072257;-0.804021646;-0.461979278;0.461979278;0.188318844;0.841433945;0.770324229;0.281640165;-0.303715068;-0.180991841;-0.227877108;-0.174097747;-0.109971218;0.019798417;0.018485132;0.712437072;0.236359801;0.654951313;0.54138822;-0.085381832;0.37144422;0.070192288;0.617954049;0.470447411;1;-1;0.164473701;0.574221026;0.53722985;0.505080439;-0.551377141;-0.598599462;0.200844454;0.362224933;0.695410312
pop_natural_increase;0.150652881;0.831048069;-0.521392144;0.693556854;0.817148633;0.893846188;0.306369311;0.336271892;0.37820189;0.399071977;0.140756721;-0.535474431;0.857544109;0.83470931;0.857718882;0.1121643;-0.378434291;0.181231489;-0.261292165;0.777845516;0.780636789;-0.136445382;0.507424555;0.470260873;-0.836251359;-0.291304863;0.892088395;-0.721469133;0.317720781;-0.392989083;0.831092198;-0.58456909;0.710167362;0.866507355;0.872797153;-0.456801447;0.875268462;-0.248147139;0.852687739;0.848422598;0.842675543;-0.636847619;0.636847619;0.047127496;0.906083798;-0.425497714;0.09909193;-0.672067879;0.688561358;0.424984944;1;-0.756068673;-0.62789889;0.83414648;-0.935960609;0.837312159;0.809919281;-0.783608487;-0.783608487;-0.806497397;-0.8023767;-0.789270746;-0.28437205;-0.783608487;0.783608487;0.956899956;0.480235829;0.612873601;-0.374793598;0.098547112;0.48671657;0.588002177;0.482650395;0.745724893;0.281517618;0.229045405;0.964138344;0.736291156;0.371480497;0.941494196;-0.583783082;0.028575248;-0.216716656;-0.75928131;-0.812745661;1;-1;0.829462798;0.941217374;0.854235077;0.982409363;0.716298654;0.857592327;0.740729355;0.806819861;-0.157227952
pop_migration;-0.592453031;-0.537058755;0.274733368;-0.574818896;-0.665249035;0.315748197;-0.455192836;-0.403074565;-0.267256573;-0.382929819;-0.585725535;-0.348203331;-0.504521228;-0.804911885;-0.652707815;0.010125736;0.002767648;-0.304830392;0.371361057;-0.549877381;-0.530685294;0.132062478;0.186926252;-0.354199936;-0.514347166;0.752557011;-0.648273829;-0.598398418;-0.165063768;0.619780879;-0.601368604;-0.459209787;-0.577722448;-0.604926438;-0.632568943;0.297236377;-0.64408134;0.331665624;-0.712020693;-0.458093478;-0.455738908;0.526458848;-0.526458848;0.403989943;-0.618092528;0.464275982;-0.668915371;0.472940647;-0.37514796;-0.153936311;-0.756068673;1;0.984122708;-0.367280405;0.870187937;-0.369073265;-0.284603882;0.265389069;0.265389069;0.284413305;0.722612892;0.274647165;-0.294448041;0.265389069;-0.265389069;-0.81318492;0.072609591;-0.036434395;0.104482411;-0.139331163;-0.343004568;-0.228198786;-0.228626353;-0.315124292;-0.123033761;-0.099289081;-0.531268013;-0.584650694;0.949390005;-0.840604816;0.415736079;-0.050192746;-0.232076517;0.132531765;0.006792932;1;1;-0.499414267;-0.441662264;-0.914453398;-0.612020815;-0.139911037;0.022670393;-0.150910687;-0.302610644;-0.109132005
